product_id,name,category,brand,price,tags
112,PureSkin Sports & Outdoors Item 112,Sports & Outdoors,PureSkin,15.48,Budget|New Arrival
113,FreshPick Clothing Item 113,Clothing,FreshPick,6.94,Budget
114,StyleCraft Electronics Item 114,Electronics,StyleCraft,44.39,Imported|Mid-Range
115,AutoPro Home & Kitchen Item 115,Home & Kitchen,AutoPro,69.55,Mid-Range
116,FunZone Sports & Outdoors Item 116,Sports & Outdoors,FunZone,11.3,Budget|Locally Made
117,AutoPro Clothing Item 117,Clothing,AutoPro,50.0,Locally Made|Mid-Range
118,UrbanEdge Home & Kitchen Item 118,Home & Kitchen,UrbanEdge,63.94,Handmade|Imported|Mid-Range
119,AutoPro Beauty Item 119,Beauty,AutoPro,50.79,Budget|Mid-Range
120,ElectraWave Home & Kitchen Item 120,Home & Kitchen,ElectraWave,11.79,Budget|Locally Made
121,TechNova Toys & Games Item 121,Toys & Games,TechNova,15.92,Budget|Cruelty-Free
122,DriveMax Books Item 122,Books,DriveMax,25.72,Mid-Range
123,ReadMore Health & Wellness Item 123,Health & Wellness,ReadMore,47.12,Budget|Handmade|Mid-Range
124,TrailBlaze Clothing Item 124,Clothing,TrailBlaze,19.94,Budget|Handmade
125,TrailBlaze Books Item 125,Books,TrailBlaze,22.7,Budget|Locally Made
126,GlowUp Electronics Item 126,Electronics,GlowUp,78.41,Discounted|Eco-Friendly|Mid-Range
127,GlowUp Home & Kitchen Item 127,Home & Kitchen,GlowUp,125.04,Handmade|New Arrival|Premium
128,ElectraWave Grocery Item 128,Grocery,ElectraWave,75.88,Best Seller|Handmade|Mid-Range
129,ComfortPlus Health & Wellness Item 129,Health & Wellness,ComfortPlus,47.68,Mid-Range
130,ElectraWave Beauty Item 130,Beauty,ElectraWave,39.54,Eco-Friendly|Handmade|Mid-Range
131,TrailBlaze Sports & Outdoors Item 131,Sports & Outdoors,TrailBlaze,1.99,Budget|Winter Wear
132,FreshPick Automotive Item 132,Automotive,FreshPick,5.74,Budget
133,HomeHaven Beauty Item 133,Beauty,HomeHaven,11.17,Budget
134,ReadMore Books Item 134,Books,ReadMore,13.25,Budget
135,PlayStar Health & Wellness Item 135,Health & Wellness,PlayStar,19.25,Budget|Organic
136,NatureBite Clothing Item 136,Clothing,NatureBite,213.22,Premium
137,ActivePeak Automotive Item 137,Automotive,ActivePeak,27.59,Imported|Mid-Range
138,WellnessHub Automotive Item 138,Automotive,WellnessHub,108.04,Budget|Premium
139,GlowUp Beauty Item 139,Beauty,GlowUp,20.25,Budget
140,HomeHaven Clothing Item 140,Clothing,HomeHaven,42.77,Cruelty-Free|Mid-Range
141,PureSkin Books Item 141,Books,PureSkin,55.32,Limited Edition|Mid-Range
142,NatureBite Automotive Item 142,Automotive,NatureBite,6.9,Best Seller|Budget
143,HomeHaven Health & Wellness Item 143,Health & Wellness,HomeHaven,14.12,Budget|Winter Wear
144,AutoPro Home & Kitchen Item 144,Home & Kitchen,AutoPro,87.46,Handmade|Mid-Range
145,FunZone Beauty Item 145,Beauty,FunZone,26.86,Mid-Range|Premium|Summer Wear
146,GlowUp Beauty Item 146,Beauty,GlowUp,13.31,Budget|Premium
147,PlayStar Sports & Outdoors Item 147,Sports & Outdoors,PlayStar,63.73,Mid-Range
148,GlowUp Health & Wellness Item 148,Health & Wellness,GlowUp,25.26,Handmade|Mid-Range|Premium
149,VitaLife Books Item 149,Books,VitaLife,41.97,Mid-Range
150,DriveMax Books Item 150,Books,DriveMax,1.99,Budget|Mid-Range
151,ElectraWave Sports & Outdoors Item 151,Sports & Outdoors,ElectraWave,17.04,Budget|Locally Made
152,TrailBlaze Electronics Item 152,Electronics,TrailBlaze,139.59,Discounted|Premium
153,ComfortPlus Toys & Games Item 153,Toys & Games,ComfortPlus,338.93,Premium
154,VitaLife Electronics Item 154,Electronics,VitaLife,24.37,Budget
155,TrailBlaze Sports & Outdoors Item 155,Sports & Outdoors,TrailBlaze,55.14,Mid-Range
156,ComfortPlus Grocery Item 156,Grocery,ComfortPlus,22.3,Budget|Summer Wear|Winter Wear
157,NatureBite Clothing Item 157,Clothing,NatureBite,36.26,Mid-Range
158,AutoPro Beauty Item 158,Beauty,AutoPro,86.74,Imported|Mid-Range
159,TrailBlaze Health & Wellness Item 159,Health & Wellness,TrailBlaze,52.44,Mid-Range|New Arrival
160,FreshPick Automotive Item 160,Automotive,FreshPick,9.15,Budget|Winter Wear
161,ElectraWave Sports & Outdoors Item 161,Sports & Outdoors,ElectraWave,5.65,Budget
162,HomeHaven Beauty Item 162,Beauty,HomeHaven,102.01,New Arrival|Premium
163,TrailBlaze Clothing Item 163,Clothing,TrailBlaze,27.36,Best Seller|Cruelty-Free|Mid-Range
164,WellnessHub Electronics Item 164,Electronics,WellnessHub,22.41,Budget
165,FreshPick Clothing Item 165,Clothing,FreshPick,58.17,Mid-Range
166,NatureBite Clothing Item 166,Clothing,NatureBite,46.06,Mid-Range
167,PlayStar Grocery Item 167,Grocery,PlayStar,79.68,Mid-Range
168,VitaLife Grocery Item 168,Grocery,VitaLife,45.99,Cruelty-Free|Mid-Range
169,FunZone Home & Kitchen Item 169,Home & Kitchen,FunZone,32.37,Handmade|Limited Edition|Mid-Range
170,UrbanEdge Clothing Item 170,Clothing,UrbanEdge,10.98,Budget
171,StyleCraft Grocery Item 171,Grocery,StyleCraft,67.49,Eco-Friendly|Mid-Range|Winter Wear
172,PageTurner Automotive Item 172,Automotive,PageTurner,124.6,Premium
173,GlowUp Clothing Item 173,Clothing,GlowUp,26.8,Mid-Range|Summer Wear
174,ActivePeak Grocery Item 174,Grocery,ActivePeak,31.72,Mid-Range
175,GlowUp Beauty Item 175,Beauty,GlowUp,35.44,Mid-Range
176,AutoPro Electronics Item 176,Electronics,AutoPro,81.09,Imported|Mid-Range|Organic
177,ReadMore Books Item 177,Books,ReadMore,16.2,Budget|Winter Wear
178,ComfortPlus Toys & Games Item 178,Toys & Games,ComfortPlus,4.78,Budget|Locally Made
179,ComfortPlus Sports & Outdoors Item 179,Sports & Outdoors,ComfortPlus,26.2,Handmade|Limited Edition|Mid-Range
180,VitaLife Beauty Item 180,Beauty,VitaLife,109.78,Best Seller|Budget|Premium
181,VitaLife Sports & Outdoors Item 181,Sports & Outdoors,VitaLife,57.71,Best Seller|Mid-Range
182,StyleCraft Grocery Item 182,Grocery,StyleCraft,10.33,Budget|Discounted|Mid-Range
183,ReadMore Clothing Item 183,Clothing,ReadMore,6.13,Budget|Imported|New Arrival
184,NatureBite Clothing Item 184,Clothing,NatureBite,76.7,Mid-Range
185,TrailBlaze Sports & Outdoors Item 185,Sports & Outdoors,TrailBlaze,129.52,Premium
186,DriveMax Toys & Games Item 186,Toys & Games,DriveMax,5.58,Best Seller|Budget|Limited Edition
187,GlowUp Home & Kitchen Item 187,Home & Kitchen,GlowUp,6.91,Budget|New Arrival
188,AutoPro Grocery Item 188,Grocery,AutoPro,8.37,Budget
189,PureSkin Toys & Games Item 189,Toys & Games,PureSkin,71.63,Mid-Range
190,PlayStar Home & Kitchen Item 190,Home & Kitchen,PlayStar,28.62,Handmade|Mid-Range|Trending
191,PureSkin Home & Kitchen Item 191,Home & Kitchen,PureSkin,10.52,Budget|Eco-Friendly
192,PageTurner Health & Wellness Item 192,Health & Wellness,PageTurner,10.35,Budget|Cruelty-Free
193,AutoPro Electronics Item 193,Electronics,AutoPro,6.77,Budget|Eco-Friendly|Trending
194,ReadMore Toys & Games Item 194,Toys & Games,ReadMore,32.69,Handmade|Mid-Range|Trending
195,TechNova Toys & Games Item 195,Toys & Games,TechNova,92.65,Locally Made|Mid-Range
196,TechNova Automotive Item 196,Automotive,TechNova,108.81,Discounted|Premium|Winter Wear
197,UrbanEdge Grocery Item 197,Grocery,UrbanEdge,29.39,Discounted|Mid-Range
198,FreshPick Clothing Item 198,Clothing,FreshPick,85.01,Mid-Range
199,StyleCraft Clothing Item 199,Clothing,StyleCraft,8.28,Budget|Discounted
200,ElectraWave Automotive Item 200,Automotive,ElectraWave,15.97,Budget|Premium
201,GlowUp Health & Wellness Item 201,Health & Wellness,GlowUp,45.64,Eco-Friendly|Mid-Range
202,UrbanEdge Health & Wellness Item 202,Health & Wellness,UrbanEdge,11.39,Budget
203,ReadMore Electronics Item 203,Electronics,ReadMore,102.79,Premium|Winter Wear
204,ActivePeak Clothing Item 204,Clothing,ActivePeak,24.23,Budget|Winter Wear
205,PageTurner Home & Kitchen Item 205,Home & Kitchen,PageTurner,40.26,Mid-Range
206,ElectraWave Health & Wellness Item 206,Health & Wellness,ElectraWave,44.18,Best Seller|Cruelty-Free|Mid-Range
207,PageTurner Home & Kitchen Item 207,Home & Kitchen,PageTurner,16.81,Budget
208,AutoPro Books Item 208,Books,AutoPro,610.48,Handmade|Premium
209,FreshPick Toys & Games Item 209,Toys & Games,FreshPick,15.48,Budget
210,ReadMore Clothing Item 210,Clothing,ReadMore,70.94,Mid-Range|Premium
211,FreshPick Home & Kitchen Item 211,Home & Kitchen,FreshPick,102.72,Eco-Friendly|Handmade|Premium
212,ElectraWave Home & Kitchen Item 212,Home & Kitchen,ElectraWave,97.3,Mid-Range
213,FunZone Books Item 213,Books,FunZone,14.43,Budget|Trending
214,HomeHaven Toys & Games Item 214,Toys & Games,HomeHaven,43.95,Mid-Range
215,HomeHaven Health & Wellness Item 215,Health & Wellness,HomeHaven,87.69,Budget|Imported|Mid-Range
216,WellnessHub Books Item 216,Books,WellnessHub,54.76,Discounted|Mid-Range|Premium
217,AutoPro Home & Kitchen Item 217,Home & Kitchen,AutoPro,7.45,Budget
218,ElectraWave Beauty Item 218,Beauty,ElectraWave,29.4,Best Seller|Mid-Range
219,FreshPick Automotive Item 219,Automotive,FreshPick,16.54,Budget|Handmade|Trending
220,TrailBlaze Grocery Item 220,Grocery,TrailBlaze,22.52,Budget
221,ReadMore Books Item 221,Books,ReadMore,48.84,Mid-Range
222,WellnessHub Sports & Outdoors Item 222,Sports & Outdoors,WellnessHub,70.23,Handmade|Mid-Range|Premium
223,FreshPick Beauty Item 223,Beauty,FreshPick,29.88,Mid-Range|Winter Wear
224,WellnessHub Electronics Item 224,Electronics,WellnessHub,16.51,Budget|Summer Wear
225,NatureBite Toys & Games Item 225,Toys & Games,NatureBite,43.9,Mid-Range|Trending
226,FreshPick Toys & Games Item 226,Toys & Games,FreshPick,6.7,Budget|Imported
227,FunZone Grocery Item 227,Grocery,FunZone,26.38,Mid-Range
228,ActivePeak Beauty Item 228,Beauty,ActivePeak,47.68,Imported|Mid-Range
229,DriveMax Automotive Item 229,Automotive,DriveMax,7.38,Budget
230,TrailBlaze Health & Wellness Item 230,Health & Wellness,TrailBlaze,19.34,Budget|Winter Wear
231,UrbanEdge Sports & Outdoors Item 231,Sports & Outdoors,UrbanEdge,62.82,Locally Made|Mid-Range|Trending
232,FreshPick Automotive Item 232,Automotive,FreshPick,79.29,Budget|Mid-Range|Organic
233,PageTurner Books Item 233,Books,PageTurner,8.31,Budget
234,TrailBlaze Grocery Item 234,Grocery,TrailBlaze,9.5,Budget|Limited Edition|Locally Made
235,ReadMore Grocery Item 235,Grocery,ReadMore,5.83,Budget
236,TechNova Sports & Outdoors Item 236,Sports & Outdoors,TechNova,10.72,Budget|Discounted
237,ComfortPlus Clothing Item 237,Clothing,ComfortPlus,3.24,Budget|Mid-Range|Winter Wear
238,AutoPro Clothing Item 238,Clothing,AutoPro,42.94,Mid-Range
239,TechNova Home & Kitchen Item 239,Home & Kitchen,TechNova,18.52,Budget|Organic
240,HomeHaven Books Item 240,Books,HomeHaven,12.03,Budget
241,DriveMax Clothing Item 241,Clothing,DriveMax,18.47,Budget|Cruelty-Free|Handmade
242,ActivePeak Home & Kitchen Item 242,Home & Kitchen,ActivePeak,94.38,Mid-Range
243,FreshPick Clothing Item 243,Clothing,FreshPick,226.55,Premium
244,UrbanEdge Electronics Item 244,Electronics,UrbanEdge,36.51,Handmade|Mid-Range
245,StyleCraft Grocery Item 245,Grocery,StyleCraft,35.63,Mid-Range
246,AutoPro Toys & Games Item 246,Toys & Games,AutoPro,32.11,Limited Edition|Mid-Range|Summer Wear
247,AutoPro Grocery Item 247,Grocery,AutoPro,82.65,Mid-Range|Premium
248,UrbanEdge Sports & Outdoors Item 248,Sports & Outdoors,UrbanEdge,14.59,Budget
249,PageTurner Grocery Item 249,Grocery,PageTurner,22.45,Budget|Eco-Friendly|Trending
250,FunZone Toys & Games Item 250,Toys & Games,FunZone,64.79,Handmade|Mid-Range
251,UrbanEdge Automotive Item 251,Automotive,UrbanEdge,45.32,Mid-Range
252,ReadMore Beauty Item 252,Beauty,ReadMore,15.26,Budget
253,DriveMax Toys & Games Item 253,Toys & Games,DriveMax,17.18,Budget|Eco-Friendly|Limited Edition
254,StyleCraft Beauty Item 254,Beauty,StyleCraft,183.08,Best Seller|Premium
255,ComfortPlus Clothing Item 255,Clothing,ComfortPlus,35.53,Mid-Range
256,ComfortPlus Toys & Games Item 256,Toys & Games,ComfortPlus,17.64,Best Seller|Budget|Mid-Range
257,UrbanEdge Sports & Outdoors Item 257,Sports & Outdoors,UrbanEdge,9.81,Budget|Locally Made
258,FunZone Home & Kitchen Item 258,Home & Kitchen,FunZone,549.81,Premium|Trending
259,PlayStar Home & Kitchen Item 259,Home & Kitchen,PlayStar,21.09,Budget|Trending
260,ElectraWave Sports & Outdoors Item 260,Sports & Outdoors,ElectraWave,101.44,Discounted|Premium
261,DriveMax Health & Wellness Item 261,Health & Wellness,DriveMax,40.88,Mid-Range|New Arrival
262,WellnessHub Toys & Games Item 262,Toys & Games,WellnessHub,74.38,Limited Edition|Mid-Range|Summer Wear
263,ElectraWave Sports & Outdoors Item 263,Sports & Outdoors,ElectraWave,65.88,Limited Edition|Mid-Range|Winter Wear
264,ElectraWave Health & Wellness Item 264,Health & Wellness,ElectraWave,44.77,Mid-Range|Summer Wear
265,HomeHaven Home & Kitchen Item 265,Home & Kitchen,HomeHaven,32.85,Mid-Range
266,AutoPro Toys & Games Item 266,Toys & Games,AutoPro,24.51,Budget|Discounted
267,TechNova Grocery Item 267,Grocery,TechNova,23.87,Budget|Mid-Range|Premium
268,GlowUp Health & Wellness Item 268,Health & Wellness,GlowUp,31.83,Mid-Range
269,FreshPick Beauty Item 269,Beauty,FreshPick,21.98,Budget|Cruelty-Free
270,GlowUp Grocery Item 270,Grocery,GlowUp,53.36,Mid-Range
271,ElectraWave Health & Wellness Item 271,Health & Wellness,ElectraWave,34.46,Handmade|Mid-Range
272,WellnessHub Beauty Item 272,Beauty,WellnessHub,4.6,Budget|Cruelty-Free|Organic
273,PageTurner Toys & Games Item 273,Toys & Games,PageTurner,20.86,Budget|Imported
274,ElectraWave Clothing Item 274,Clothing,ElectraWave,25.51,Mid-Range|Summer Wear|Trending
275,ActivePeak Beauty Item 275,Beauty,ActivePeak,63.09,Eco-Friendly|Mid-Range|Trending
276,AutoPro Health & Wellness Item 276,Health & Wellness,AutoPro,157.4,Locally Made|Premium
277,DriveMax Health & Wellness Item 277,Health & Wellness,DriveMax,69.91,Budget|Cruelty-Free|Mid-Range
278,ElectraWave Toys & Games Item 278,Toys & Games,ElectraWave,59.07,Mid-Range
279,StyleCraft Books Item 279,Books,StyleCraft,25.57,Mid-Range|New Arrival
280,PlayStar Grocery Item 280,Grocery,PlayStar,18.41,Budget|Limited Edition
281,AutoPro Clothing Item 281,Clothing,AutoPro,7.41,Budget
282,AutoPro Health & Wellness Item 282,Health & Wellness,AutoPro,4.32,Budget
283,WellnessHub Grocery Item 283,Grocery,WellnessHub,22.54,Budget|Locally Made
284,HomeHaven Beauty Item 284,Beauty,HomeHaven,41.73,Mid-Range
285,PageTurner Automotive Item 285,Automotive,PageTurner,64.85,Mid-Range
286,DriveMax Electronics Item 286,Electronics,DriveMax,27.98,Budget|Mid-Range
287,HomeHaven Automotive Item 287,Automotive,HomeHaven,8.19,Budget
288,AutoPro Home & Kitchen Item 288,Home & Kitchen,AutoPro,11.19,Budget|Mid-Range
289,PlayStar Sports & Outdoors Item 289,Sports & Outdoors,PlayStar,44.25,Mid-Range
290,ElectraWave Electronics Item 290,Electronics,ElectraWave,65.27,Mid-Range
291,ElectraWave Beauty Item 291,Beauty,ElectraWave,41.91,Eco-Friendly|Mid-Range|Trending
292,TrailBlaze Clothing Item 292,Clothing,TrailBlaze,10.03,Budget|Handmade|Imported
293,FunZone Books Item 293,Books,FunZone,202.13,Discounted|Organic|Premium
294,TechNova Grocery Item 294,Grocery,TechNova,137.29,Discounted|Premium
295,TechNova Beauty Item 295,Beauty,TechNova,4.45,Budget|New Arrival
296,ComfortPlus Home & Kitchen Item 296,Home & Kitchen,ComfortPlus,40.43,Mid-Range|Trending
297,TrailBlaze Home & Kitchen Item 297,Home & Kitchen,TrailBlaze,92.25,Best Seller|Mid-Range|Winter Wear
298,ActivePeak Toys & Games Item 298,Toys & Games,ActivePeak,25.37,Best Seller|Eco-Friendly|Mid-Range
299,AutoPro Clothing Item 299,Clothing,AutoPro,21.12,Budget
300,StyleCraft Automotive Item 300,Automotive,StyleCraft,96.67,Best Seller|Imported|Mid-Range
301,FunZone Electronics Item 301,Electronics,FunZone,10.37,Budget|Winter Wear
302,TrailBlaze Grocery Item 302,Grocery,TrailBlaze,51.19,Eco-Friendly|Locally Made|Mid-Range
303,ReadMore Books Item 303,Books,ReadMore,1.99,Budget
304,ComfortPlus Electronics Item 304,Electronics,ComfortPlus,1.99,Budget|Summer Wear
305,StyleCraft Toys & Games Item 305,Toys & Games,StyleCraft,24.11,Budget|Discounted
306,UrbanEdge Grocery Item 306,Grocery,UrbanEdge,92.47,Mid-Range
